"COUNTRY","Country","ISC11A","ISCED-A 2011","SEX","Gender","AGE","Age","EDU_LFS_STATUS","Education and labour force status","INDICATOR","Indicator","MEASURE","Measure","YEAR","Reference year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"SVN","Slovenia","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y15T29","15-29 years","ED_E","Employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",15.372312,,
"SVN","Slovenia","L3T4","Upper secondary and post-secondary non-tertiary education","F","Women","Y15T29","15-29 years","ED_E","Employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",18.750916,,
"SVN","Slovenia","L3T4","Upper secondary and post-secondary non-tertiary education","M","Men","Y15T29","15-29 years","ED_E","Employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",12.629101,,
"SVN","Slovenia","L5T8","Tertiary education","T","Total","Y15T29","15-29 years","ED_E","Employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",14.935192,,
"SVN","Slovenia","L5T8","Tertiary education","F","Women","Y15T29","15-29 years","ED_E","Employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",15.603763,,
"SVN","Slovenia","L5T8","Tertiary education","M","Men","Y15T29","15-29 years","ED_E","Employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",13.87048,,
"SVN","Slovenia","L0T2","Below upper secondary education","T","Total","Y15T29","15-29 years","ED_E_WS","Work-study programme","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",,"x","Data included in another category"
"SVN","Slovenia","L0T2","Below upper secondary education","F","Women","Y15T29","15-29 years","ED_E_WS","Work-study programme","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",,"x","Data included in another category"
"SVN","Slovenia","L0T2","Below upper secondary education","M","Men","Y15T29","15-29 years","ED_E_WS","Work-study programme","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",,"x","Data included in another category"
"SVN","Slovenia","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y15T29","15-29 years","ED_E_WS","Work-study programme","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",,"x","Data included in another category"
"SVN","Slovenia","L3T4","Upper secondary and post-secondary non-tertiary education","F","Women","Y15T29","15-29 years","ED_E_WS","Work-study programme","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",,"x","Data included in another category"
"SVN","Slovenia","L3T4","Upper secondary and post-secondary non-tertiary education","M","Men","Y15T29","15-29 years","ED_E_WS","Work-study programme","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",,"x","Data included in another category"
"SVN","Slovenia","L3T4","Upper secondary and post-secondary non-tertiary education","M","Men","Y15T29","15-29 years","ED_E_WS","Work-study programme","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",,"x","Data included in another category"
"SVN","Slovenia","L5T8","Tertiary education","T","Total","Y15T29","15-29 years","ED_E_WS","Work-study programme","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",,"x","Data included in another category"
"SVN","Slovenia","L5T8","Tertiary education","F","Women","Y15T29","15-29 years","ED_E_WS","Work-study programme","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",,"x","Data included in another category"
"SVN","Slovenia","L5T8","Tertiary education","M","Men","Y15T29","15-29 years","ED_E_WS","Work-study programme","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",,"x","Data included in another category"
"SVN","Slovenia","L5T8","Tertiary education","T","Total","Y15T29","15-29 years","ED_E_WS","Work-study programme","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",,"x","Data included in another category"
"SVN","Slovenia","L5T8","Tertiary education","F","Women","Y15T29","15-29 years","ED_E_WS","Work-study programme","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",,"x","Data included in another category"
"SVN","Slovenia","L5T8","Tertiary education","M","Men","Y15T29","15-29 years","ED_E_WS","Work-study programme","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year","PC","Percentage","0","Units","2016","2016",,"x","Data included in another category"
"SVN","Slovenia","L0T2","Below upper secondary education","T","Total","Y15T29","15-29 years","ED_E_OTH","Other employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",7.3240895,,
"SVN","Slovenia","L0T2","Below upper secondary education","F","Women","Y15T29","15-29 years","ED_E_OTH","Other employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",5.3342199,,
"SVN","Slovenia","L0T2","Below upper secondary education","M","Men","Y15T29","15-29 years","ED_E_OTH","Other employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",8.9863319,,
"SVN","Slovenia","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y15T29","15-29 years","ED_E_OTH","Other employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",15.372312,,
"SVN","Slovenia","L3T4","Upper secondary and post-secondary non-tertiary education","F","Women","Y15T29","15-29 years","ED_E_OTH","Other employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",18.750916,,
"SVN","Slovenia","L3T4","Upper secondary and post-secondary non-tertiary education","M","Men","Y15T29","15-29 years","ED_E_OTH","Other employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",12.629101,,
"SVN","Slovenia","L5T8","Tertiary education","T","Total","Y15T29","15-29 years","ED_E_OTH","Other employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",14.935192,,
"SVN","Slovenia","L5T8","Tertiary education","F","Women","Y15T29","15-29 years","ED_E_OTH","Other employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",15.603763,,
"SVN","Slovenia","L5T8","Tertiary education","M","Men","Y15T29","15-29 years","ED_E_OTH","Other employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",13.87048,,
"SVN","Slovenia","L0T2","Below upper secondary education","T","Total","Y15T29","15-29 years","ED_U_I","Unemployed or Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",78.756653,,
"SVN","Slovenia","L0T2","Below upper secondary education","F","Women","Y15T29","15-29 years","ED_U_I","Unemployed or Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",86.550163,,
"SVN","Slovenia","L0T2","Below upper secondary education","M","Men","Y15T29","15-29 years","ED_U_I","Unemployed or Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",72.246323,,
"SVN","Slovenia","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y15T29","15-29 years","ED_U_I","Unemployed or Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",34.889217,,
"SVN","Slovenia","L3T4","Upper secondary and post-secondary non-tertiary education","F","Women","Y15T29","15-29 years","ED_U_I","Unemployed or Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",41.954521,,
"SVN","Slovenia","L3T4","Upper secondary and post-secondary non-tertiary education","M","Men","Y15T29","15-29 years","ED_U_I","Unemployed or Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",29.152641,,
"SVN","Slovenia","L5T8","Tertiary education","T","Total","Y15T29","15-29 years","ED_U_I","Unemployed or Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",22.172312,,
"SVN","Slovenia","L5T8","Tertiary education","F","Women","Y15T29","15-29 years","ED_U_I","Unemployed or Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",21.942133,,
"SVN","Slovenia","L5T8","Tertiary education","M","Men","Y15T29","15-29 years","ED_U_I","Unemployed or Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",22.538879,,
"SVN","Slovenia","L0T2","Below upper secondary education","T","Total","Y15T29","15-29 years","ED_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",78.429138,,
"SVN","Slovenia","L0T2","Below upper secondary education","F","Women","Y15T29","15-29 years","ED_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",86.370476,,
"SVN","Slovenia","L0T2","Below upper secondary education","M","Men","Y15T29","15-29 years","ED_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",71.795311,,
"SVN","Slovenia","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y15T29","15-29 years","ED_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",33.042942,,
"SVN","Slovenia","L3T4","Upper secondary and post-secondary non-tertiary education","F","Women","Y15T29","15-29 years","ED_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",40.02655,,
"SVN","Slovenia","L3T4","Upper secondary and post-secondary non-tertiary education","M","Men","Y15T29","15-29 years","ED_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",27.372696,,
"SVN","Slovenia","L5T8","Tertiary education","T","Total","Y15T29","15-29 years","ED_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",19.132006,,
"SVN","Slovenia","L5T8","Tertiary education","F","Women","Y15T29","15-29 years","ED_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",18.52614,,
"SVN","Slovenia","L5T8","Tertiary education","M","Men","Y15T29","15-29 years","ED_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",20.096857,,
"SVN","Slovenia","L0T2","Below upper secondary education","T","Total","Y15T29","15-29 years","ED_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.32751694,,
"SVN","Slovenia","L0T2","Below upper secondary education","F","Women","Y15T29","15-29 years","ED_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",,"c","Data below the publication limit"
"SVN","Slovenia","L0T2","Below upper secondary education","M","Men","Y15T29","15-29 years","ED_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.45100749,,
"SVN","Slovenia","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y15T29","15-29 years","ED_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",1.8462768,,
"SVN","Slovenia","L3T4","Upper secondary and post-secondary non-tertiary education","F","Women","Y15T29","15-29 years","ED_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",1.9279718,,
"SVN","Slovenia","L3T4","Upper secondary and post-secondary non-tertiary education","M","Men","Y15T29","15-29 years","ED_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",1.7799455,,
"SVN","Slovenia","L5T8","Tertiary education","T","Total","Y15T29","15-29 years","ED_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",3.0403075,,
"SVN","Slovenia","L5T8","Tertiary education","F","Women","Y15T29","15-29 years","ED_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",3.4159915,,
"SVN","Slovenia","L5T8","Tertiary education","M","Men","Y15T29","15-29 years","ED_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",2.4420226,,
"SVN","Slovenia","L0T2","Below upper secondary education","T","Total","Y15T29","15-29 years","NE","Not in education","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",13.919258,,
"SVN","Slovenia","L0T2","Below upper secondary education","F","Women","Y15T29","15-29 years","NE","Not in education","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",8.1156149,,
"SVN","Slovenia","L0T2","Below upper secondary education","M","Men","Y15T29","15-29 years","NE","Not in education","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",18.767347,,
"SVN","Slovenia","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y15T29","15-29 years","NE","Not in education","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",49.738472,,
"SVN","Slovenia","L3T4","Upper secondary and post-secondary non-tertiary education","F","Women","Y15T29","15-29 years","NE","Not in education","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",39.294563,,
"SVN","Slovenia","L3T4","Upper secondary and post-secondary non-tertiary education","M","Men","Y15T29","15-29 years","NE","Not in education","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",58.218258,,
"SVN","Slovenia","L5T8","Tertiary education","T","Total","Y15T29","15-29 years","NE","Not in education","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",62.892494,,
"SVN","Slovenia","L5T8","Tertiary education","F","Women","Y15T29","15-29 years","NE","Not in education","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",62.454105,,
"SVN","Slovenia","L5T8","Tertiary education","M","Men","Y15T29","15-29 years","NE","Not in education","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",63.590641,,
"SVN","Slovenia","L0T2","Below upper secondary education","T","Total","Y15T29","15-29 years","NE_E","Employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",5.8590388,,
"SVN","Slovenia","L0T2","Below upper secondary education","F","Women","Y15T29","15-29 years","NE_E","Employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",2.7612422,,
"SVN","Slovenia","L0T2","Below upper secondary education","M","Men","Y15T29","15-29 years","NE_E","Employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",8.4467907,,
"SVN","Slovenia","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y15T29","15-29 years","NE_E","Employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",36.564537,,
"SVN","Slovenia","L3T4","Upper secondary and post-secondary non-tertiary education","F","Women","Y15T29","15-29 years","NE_E","Employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",25.648602,,
"SVN","Slovenia","L3T4","Upper secondary and post-secondary non-tertiary education","M","Men","Y15T29","15-29 years","NE_E","Employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",45.427574,,
"SVN","Slovenia","L5T8","Tertiary education","T","Total","Y15T29","15-29 years","NE_E","Employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",50.310722,,
"SVN","Slovenia","L5T8","Tertiary education","F","Women","Y15T29","15-29 years","NE_E","Employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",45.881741,,
"SVN","Slovenia","L5T8","Tertiary education","M","Men","Y15T29","15-29 years","NE_E","Employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",57.363968,,
"SVN","Slovenia","L0T2","Below upper secondary education","T","Total","Y15T29","15-29 years","NE_U_I","Unemployed or Inactive (NEET)","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",8.0602198,,
"SVN","Slovenia","L0T2","Below upper secondary education","F","Women","Y15T29","15-29 years","NE_U_I","Unemployed or Inactive (NEET)","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",5.3543725,,
"SVN","Slovenia","L0T2","Below upper secondary education","M","Men","Y15T29","15-29 years","NE_U_I","Unemployed or Inactive (NEET)","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",10.320557,,
"SVN","Slovenia","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y15T29","15-29 years","NE_U_I","Unemployed or Inactive (NEET)","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",13.173937,,
"SVN","Slovenia","L3T4","Upper secondary and post-secondary non-tertiary education","F","Women","Y15T29","15-29 years","NE_U_I","Unemployed or Inactive (NEET)","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",13.645963,,
"SVN","Slovenia","L3T4","Upper secondary and post-secondary non-tertiary education","M","Men","Y15T29","15-29 years","NE_U_I","Unemployed or Inactive (NEET)","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",12.790682,,
"SVN","Slovenia","L5T8","Tertiary education","T","Total","Y15T29","15-29 years","NE_U_I","Unemployed or Inactive (NEET)","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",12.581775,,
"SVN","Slovenia","L5T8","Tertiary education","F","Women","Y15T29","15-29 years","NE_U_I","Unemployed or Inactive (NEET)","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",16.572367,,
"SVN","Slovenia","L5T8","Tertiary education","M","Men","Y15T29","15-29 years","NE_U_I","Unemployed or Inactive (NEET)","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",6.226675,,
"SVN","Slovenia","L0T2","Below upper secondary education","T","Total","Y15T29","15-29 years","NE_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",5.7912412,,
"SVN","Slovenia","L0T2","Below upper secondary education","F","Women","Y15T29","15-29 years","NE_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",4.5021029,,
"SVN","Slovenia","L0T2","Below upper secondary education","M","Men","Y15T29","15-29 years","NE_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",6.8681259,,
"SVN","Slovenia","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y15T29","15-29 years","NE_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",4.4747725,,
"SVN","Slovenia","L3T4","Upper secondary and post-secondary non-tertiary education","F","Women","Y15T29","15-29 years","NE_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",5.9026656,,
"SVN","Slovenia","L3T4","Upper secondary and post-secondary non-tertiary education","M","Men","Y15T29","15-29 years","NE_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",3.3154142,,
"SVN","Slovenia","L5T8","Tertiary education","T","Total","Y15T29","15-29 years","NE_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",3.7918618,,
"SVN","Slovenia","L5T8","Tertiary education","F","Women","Y15T29","15-29 years","NE_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",5.7467642,,
"SVN","Slovenia","L5T8","Tertiary education","M","Men","Y15T29","15-29 years","NE_I","Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.67863864,,
"SVN","Slovenia","L0T2","Below upper secondary education","T","Total","Y15T29","15-29 years","NE_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",2.2689786,,
"SVN","Slovenia","L0T2","Below upper secondary education","F","Women","Y15T29","15-29 years","NE_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",0.85226947,,
"SVN","Slovenia","L0T2","Below upper secondary education","M","Men","Y15T29","15-29 years","NE_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",3.4524305,,
"SVN","Slovenia","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y15T29","15-29 years","NE_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",8.6991644,,
"SVN","Slovenia","L3T4","Upper secondary and post-secondary non-tertiary education","F","Women","Y15T29","15-29 years","NE_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",7.7432966,,
"SVN","Slovenia","L3T4","Upper secondary and post-secondary non-tertiary education","M","Men","Y15T29","15-29 years","NE_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",9.4752674,,
"SVN","Slovenia","L5T8","Tertiary education","T","Total","Y15T29","15-29 years","NE_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",8.7899132,,
"SVN","Slovenia","L5T8","Tertiary education","F","Women","Y15T29","15-29 years","NE_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",10.825602,,
"SVN","Slovenia","L5T8","Tertiary education","M","Men","Y15T29","15-29 years","NE_U","Unemployed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year","PC","Percentage","0","Units","2016","2016",5.5480361,,
"OAVG","OECD - Average","L0T2","Below upper secondary education","T","Total","Y15T29","15-29 years","ED","In education","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year",,,"0","Units",,,70.576628,,
"OAVG","OECD - Average","L0T2","Below upper secondary education","F","Women","Y15T29","15-29 years","ED","In education","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year",,,"0","Units",,,73.231503,,
"OAVG","OECD - Average","L0T2","Below upper secondary education","M","Men","Y15T29","15-29 years","ED","In education","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year",,,"0","Units",,,68.379673,,
"OAVG","OECD - Average","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y15T29","15-29 years","ED","In education","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year",,,"0","Units",,,41.329837,,
"OAVG","OECD - Average","L3T4","Upper secondary and post-secondary non-tertiary education","F","Women","Y15T29","15-29 years","ED","In education","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year",,,"0","Units",,,44.949507,,
