"COUNTRY","Country","ISC11_LEVEL_CAT","Education level and programe orientation","INDICATOR","Indicator","EXPENDITURE_TYPE","Type of expenditure","REF_SECTOR","Source of funds","COUNTERPART_SECTOR","Institution type","YEAR","Year","Value","Flag Codes","Flags"
"KOR","Korea","L3","Upper secondary education (ISCED2011 level 3)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",3.121,,
"KOR","Korea","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",,"z","Not applicable"
"KOR","Korea","L5","Short-cycle tertiary education (ISCED2011 level 5)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",0.166,,
"KOR","Korea","L6T8","ISCED2011 levels 6 to 8","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",2.256,,
"KOR","Korea","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",2.422,,
"KOR","Korea","L5T8_NORD","All tertiary excluding R&D activities","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",1.591,,
"KOR","Korea","L3T4","Upper secondary and post-secondary non-tertiary education","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",3.121,,
"KOR","Korea","T","All ISCED levels","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",14.618,,
"LUX","Luxembourg","L0","Early childhood education  (ISCED2011 level 0)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",1.367,,
"LUX","Luxembourg","L1","Primary education (ISCED2011 level 1)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",2.922,,
"LUX","Luxembourg","L2","Lower secondary education (ISCED2011 level 2)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",1.901,,
"LUX","Luxembourg","L3","Upper secondary education (ISCED2011 level 3)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",2.073,,
"LUX","Luxembourg","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",0.005,,
"LUX","Luxembourg","L5","Short-cycle tertiary education (ISCED2011 level 5)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",0.061,,
"LUX","Luxembourg","L6T8","ISCED2011 levels 6 to 8","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",1.062,,
"LUX","Luxembourg","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",1.123,,
"LUX","Luxembourg","L5T8_NORD","All tertiary excluding R&D activities","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",0.759,,
"LUX","Luxembourg","L3T4","Upper secondary and post-secondary non-tertiary education","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",2.078,,
"LUX","Luxembourg","T","All ISCED levels","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",9.391,,
"MEX","Mexico","L0","Early childhood education  (ISCED2011 level 0)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",1.954,,
"MEX","Mexico","L1","Primary education (ISCED2011 level 1)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",6.334,,
"MEX","Mexico","L2","Lower secondary education (ISCED2011 level 2)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",3.203,,
"MEX","Mexico","L3","Upper secondary education (ISCED2011 level 3)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",2.668,,
"MEX","Mexico","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",,"z","Not applicable"
"MEX","Mexico","L5","Short-cycle tertiary education (ISCED2011 level 5)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",,"x","Data included in another category"
"MEX","Mexico","L6T8","ISCED2011 levels 6 to 8","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",,"x","Data included in another category"
"MEX","Mexico","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",3.852,,
"MEX","Mexico","L5T8_NORD","All tertiary excluding R&D activities","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",2.71,,
"MEX","Mexico","L3T4","Upper secondary and post-secondary non-tertiary education","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",2.668,,
"MEX","Mexico","T","All ISCED levels","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",18.81,,
"NLD","Netherlands","L0","Early childhood education  (ISCED2011 level 0)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",0.78,,
"NLD","Netherlands","L1","Primary education (ISCED2011 level 1)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",2.661,,
"NLD","Netherlands","L2","Lower secondary education (ISCED2011 level 2)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",2.511,,
"NLD","Netherlands","L3","Upper secondary education (ISCED2011 level 3)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",1.729,,
"NLD","Netherlands","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",0.001,,
"NLD","Netherlands","L5","Short-cycle tertiary education (ISCED2011 level 5)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",0.006,,
"NLD","Netherlands","L6T8","ISCED2011 levels 6 to 8","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",2.532,,
"NLD","Netherlands","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",2.538,,
"NLD","Netherlands","L5T8_NORD","All tertiary excluding R&D activities","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",1.465,,
"NLD","Netherlands","L3T4","Upper secondary and post-secondary non-tertiary education","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",1.73,,
"NLD","Netherlands","T","All ISCED levels","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",10.221,,
"NZL","New Zealand","L0","Early childhood education  (ISCED2011 level 0)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",2.539,,
"NZL","New Zealand","L1","Primary education (ISCED2011 level 1)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",4.929,,
"NZL","New Zealand","L2","Lower secondary education (ISCED2011 level 2)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",3.904,,
"NZL","New Zealand","L3","Upper secondary education (ISCED2011 level 3)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",3.614,,
"NZL","New Zealand","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",0.26,,
"NZL","New Zealand","L5","Short-cycle tertiary education (ISCED2011 level 5)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",0.308,,
"NZL","New Zealand","L6T8","ISCED2011 levels 6 to 8","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",2.772,,
"NZL","New Zealand","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",3.08,,
"NZL","New Zealand","L5T8_NORD","All tertiary excluding R&D activities","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",2.379,,
"NZL","New Zealand","L3T4","Upper secondary and post-secondary non-tertiary education","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",3.874,,
"NZL","New Zealand","T","All ISCED levels","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",18.326,,
"NOR","Norway","L0","Early childhood education  (ISCED2011 level 0)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",3.238,,
"NOR","Norway","L1","Primary education (ISCED2011 level 1)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",3.625,,
"NOR","Norway","L2","Lower secondary education (ISCED2011 level 2)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",1.706,,
"NOR","Norway","L3","Upper secondary education (ISCED2011 level 3)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",2.557,,
"NOR","Norway","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",0.043,,
"NOR","Norway","L5","Short-cycle tertiary education (ISCED2011 level 5)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",0.064,,
"NOR","Norway","L6T8","ISCED2011 levels 6 to 8","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",2.769,,
"NOR","Norway","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",2.833,,
"NOR","Norway","L5T8_NORD","All tertiary excluding R&D activities","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",1.848,,
"NOR","Norway","L3T4","Upper secondary and post-secondary non-tertiary education","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",2.599,,
"NOR","Norway","T","All ISCED levels","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",14.542,,
"POL","Poland","L0","Early childhood education  (ISCED2011 level 0)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",1.448,,
"POL","Poland","L1","Primary education (ISCED2011 level 1)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",3.571,,
"POL","Poland","L2","Lower secondary education (ISCED2011 level 2)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",1.726,,
"POL","Poland","L3","Upper secondary education (ISCED2011 level 3)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",1.847,"w","Includes data from another category"
"POL","Poland","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",0.074,,
"POL","Poland","L5","Short-cycle tertiary education (ISCED2011 level 5)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",0.012,,
"POL","Poland","L6T8","ISCED2011 levels 6 to 8","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",2.473,,
"POL","Poland","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",2.485,,
"POL","Poland","L5T8_NORD","All tertiary excluding R&D activities","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",2.011,,
"POL","Poland","L3T4","Upper secondary and post-secondary non-tertiary education","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",1.921,"w","Includes data from another category"
"POL","Poland","T","All ISCED levels","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",11.151,,
"PRT","Portugal","L0","Early childhood education  (ISCED2011 level 0)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",0.819,,
"PRT","Portugal","L1","Primary education (ISCED2011 level 1)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",2.891,,
"PRT","Portugal","L2","Lower secondary education (ISCED2011 level 2)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",2.212,,
"PRT","Portugal","L3","Upper secondary education (ISCED2011 level 3)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",1.833,"w","Includes data from another category"
"PRT","Portugal","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",,"x","Data included in another category"
"PRT","Portugal","L5","Short-cycle tertiary education (ISCED2011 level 5)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",,"z","Not applicable"
"PRT","Portugal","L6T8","ISCED2011 levels 6 to 8","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",1.487,"w","Includes data from another category"
"PRT","Portugal","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",1.487,"w","Includes data from another category"
"PRT","Portugal","L5T8_NORD","All tertiary excluding R&D activities","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",0.561,"w","Includes data from another category"
"PRT","Portugal","L3T4","Upper secondary and post-secondary non-tertiary education","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",1.833,,
"PRT","Portugal","T","All ISCED levels","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",9.411,,
"SVK","Slovak Republic","L0","Early childhood education  (ISCED2011 level 0)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",1.138,,
"SVK","Slovak Republic","L1","Primary education (ISCED2011 level 1)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",1.835,,
"SVK","Slovak Republic","L2","Lower secondary education (ISCED2011 level 2)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",2.075,,
"SVK","Slovak Republic","L3","Upper secondary education (ISCED2011 level 3)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",1.882,,
"SVK","Slovak Republic","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",0.113,,
"SVK","Slovak Republic","L5","Short-cycle tertiary education (ISCED2011 level 5)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",0.029,,
"SVK","Slovak Republic","L6T8","ISCED2011 levels 6 to 8","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",1.905,,
"SVK","Slovak Republic","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",1.934,,
"SVK","Slovak Republic","L5T8_NORD","All tertiary excluding R&D activities","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",1.119,,
"SVK","Slovak Republic","L3T4","Upper secondary and post-secondary non-tertiary education","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",1.994,,
"SVK","Slovak Republic","T","All ISCED levels","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",9.328,,
"ESP","Spain","L0","Early childhood education  (ISCED2011 level 0)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",1.363,,
"ESP","Spain","L1","Primary education (ISCED2011 level 1)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",2.488,,
"ESP","Spain","L2","Lower secondary education (ISCED2011 level 2)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",1.666,,
"ESP","Spain","L3","Upper secondary education (ISCED2011 level 3)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",1.759,"w","Includes data from another category"
"ESP","Spain","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",,"x","Data included in another category"
"ESP","Spain","L5","Short-cycle tertiary education (ISCED2011 level 5)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",0.35,,
"ESP","Spain","L6T8","ISCED2011 levels 6 to 8","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",1.561,,
"ESP","Spain","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",1.911,,
"ESP","Spain","L5T8_NORD","All tertiary excluding R&D activities","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",1.244,,
"ESP","Spain","L3T4","Upper secondary and post-secondary non-tertiary education","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",1.759,,
"ESP","Spain","T","All ISCED levels","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",9.188,,
"SWE","Sweden","L0","Early childhood education  (ISCED2011 level 0)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",3.566,,
"SWE","Sweden","L1","Primary education (ISCED2011 level 1)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",3.395,,
"SWE","Sweden","L2","Lower secondary education (ISCED2011 level 2)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",1.572,,
"SWE","Sweden","L3","Upper secondary education (ISCED2011 level 3)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",2.132,,
"SWE","Sweden","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",0.041,,
"SWE","Sweden","L5","Short-cycle tertiary education (ISCED2011 level 5)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",0.069,,
"SWE","Sweden","L6T8","ISCED2011 levels 6 to 8","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",2.728,,
"SWE","Sweden","L5T8","Total tertiary education (ISCED2011 levels 5 to 8)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",2.798,,
"SWE","Sweden","L5T8_NORD","All tertiary excluding R&D activities","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",1.463,,
"SWE","Sweden","L3T4","Upper secondary and post-secondary non-tertiary education","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",2.174,,
"SWE","Sweden","T","All ISCED levels","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",13.504,,
"CHE","Switzerland","L0","Early childhood education  (ISCED2011 level 0)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",0.7,,
"CHE","Switzerland","L1","Primary education (ISCED2011 level 1)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",4.435,,
"CHE","Switzerland","L2","Lower secondary education (ISCED2011 level 2)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",2.978,,
"CHE","Switzerland","L3","Upper secondary education (ISCED2011 level 3)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",2.604,"w","Includes data from another category"
"CHE","Switzerland","L4","Post-secondary non-tertiary education  (ISCED2011 level 4)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",,"x","Data included in another category"
"CHE","Switzerland","L5","Short-cycle tertiary education (ISCED2011 level 5)","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",,"x","Data included in another category"
"CHE","Switzerland","L6T8","ISCED2011 levels 6 to 8","FIN_EDU_T_EXP","Public expenditure on education as percentage of total government expenditure","T","All expenditure types","S13","General government","INST_T","All public and private educational institutions","2014","2014",3.833,,
